magnitude,depth,population_density,infrastructure,urban,time_night,distance,damage,casualty_risk,blackout
4.7,85.41886217557641,2654,2,0,0,198.0513696486014,Low,Medium,Failure
4.3,92.29802069575767,8231,2,1,0,16.086215615416997,Medium,High,Risk
6.9,28.96289691646935,2432,9,0,1,32.26429656154811,Low,Low,Safe
4.1,76.72898323089643,581,6,1,1,264.42022135959763,Low,Low,Risk
6.6,48.751252241043304,6129,5,0,1,158.7212874229202,Medium,Medium,Risk
8.2,84.98986252455585,684,10,0,1,247.62631065932626,Low,Low,Risk
6.6,74.20661433035325,52,6,1,1,257.12708853125287,Low,Low,Risk
5.7,78.76250741747384,8447,9,0,0,278.37468790835624,Low,Medium,Safe
6.9,67.33537457970179,6001,7,0,0,284.99893244042335,Medium,Medium,Risk
6.1,21.855733099622153,5676,10,0,1,166.89291315448855,Low,Medium,Safe
6.5,56.77755729520914,7789,10,1,0,102.96503150455413,Low,Medium,Safe
8.2,98.54362525482829,6053,9,1,0,288.59759743005156,Medium,Low,Risk
5.7,94.0518663172263,2940,4,0,0,164.67451539436635,Low,Low,Risk
8.3,9.101504900716108,6289,2,0,0,20.2115641634287,High,Medium,Failure
8.1,20.65740749429653,8076,8,0,1,193.19018846789965,Medium,Medium,Risk
4.9,17.51423347818338,3356,4,1,0,176.71774036810822,Low,Low,Risk
4.3,73.96809144860308,947,9,1,1,268.8420689955171,Low,Low,Safe
4.5,82.68960633640978,9327,4,0,1,196.30296955818594,Low,High,Risk
4.1,25.28357979951383,9521,8,1,0,105.36667491400387,Low,Medium,Safe
4.4,53.05600583042376,720,9,1,1,289.9014919860403,Low,Low,Safe
7.1,84.866787661064,7341,9,1,0,240.68422630862804,Medium,Medium,Risk
4.3,74.61614675279381,1555,10,1,0,189.49486789602494,Low,Low,Safe
5.4,56.512534521725584,6510,4,0,0,88.58463581753375,Medium,Medium,Risk
7.8,61.08303059358342,5217,1,1,1,112.68854859797436,High,High,Failure
4.1,53.2942519570466,5305,3,1,1,201.32100730490035,Low,High,Risk
7.7,33.267102875287954,299,9,0,1,22.522264720533194,Low,Low,Risk
5.3,58.67708932160653,6507,4,0,0,77.74749690342878,Medium,Medium,Risk
4.5,70.44410369475861,1942,5,1,0,214.4563790855828,Low,Low,Risk
7.1,87.96567700677673,3489,7,1,0,144.52553444354166,Low,Low,Risk
6.8,65.44767862802857,2904,5,0,1,121.3156758795146,Medium,Medium,Risk
7.9,77.30654601910001,9745,4,0,0,46.28582909772393,High,Medium,Failure
7.3,20.206805320684435,3842,2,0,0,133.11286130884204,High,Medium,Failure
7.6,48.84796006988004,5380,2,1,1,231.43689925730993,High,High,Failure
5.3,5.886503883573863,7921,4,1,1,79.93984097549601,Medium,High,Risk
4.8,28.434492129554187,8285,10,0,1,2.6141641129195463,Low,Medium,Safe
7.4,74.01386293573546,3662,10,1,0,200.88296544414388,Low,Low,Safe
7.6,99.22194537818953,2668,9,0,0,291.81535472533324,Low,Low,Risk
8.5,14.421919460785512,4728,8,1,0,182.4411425129863,Medium,Low,Risk
5.9,43.14196000682239,3213,3,0,1,36.85663581921191,Medium,Medium,Risk
5.7,81.00674202642016,9530,9,0,1,96.89919461105724,Low,Medium,Safe
7.5,24.38338528974539,2992,5,1,1,260.4248428013468,Medium,Low,Failure
5.5,57.733070183717196,8461,3,1,1,70.53785420279175,Medium,High,Risk
8.2,74.6417731228191,1975,5,1,0,182.7010751457848,High,Low,Failure
7.9,63.51861777471701,3022,10,1,0,121.39869126794535,Low,Low,Risk
5.9,22.86234978846453,1040,4,1,0,63.145272704475055,Medium,Low,Risk
7.4,38.761534025145245,1862,8,1,0,244.2086611758392,Low,Low,Risk
7.4,79.46021952611274,9045,5,0,0,223.1065516632414,High,Medium,Failure
4.5,57.65151884254158,539,10,1,0,198.81572872182036,Low,Low,Safe
8.1,5.49681328657671,5926,8,0,0,71.6646404903566,Medium,Medium,Risk
6.3,77.29412220266892,9735,9,0,0,30.25924381221856,Low,Medium,Safe
7.7,8.354578719322712,3695,4,1,1,173.2716396179639,High,Medium,Failure
5.4,75.84470935946706,7131,7,0,1,166.54967222829058,Low,Medium,Risk
8.0,24.235653215697553,2941,2,0,0,57.32711779112703,High,Medium,Failure
5.8,96.01698061134113,9947,6,1,1,17.817761600236572,Medium,High,Risk
4.0,39.954371373698024,3566,8,1,0,25.13182780400181,Low,Low,Safe
8.1,36.058503552117514,3390,7,1,0,297.8385249673074,Medium,Low,Risk
4.4,19.144364781582244,6460,7,0,1,235.29158452812223,Low,Medium,Risk
5.4,34.03240047157041,103,8,1,0,276.6742553135866,Low,Low,Risk
8.3,88.28182237367905,2625,7,1,0,59.32136194867264,Medium,Low,Risk
8.3,99.65176207458849,665,5,1,0,288.2099923607071,Medium,Low,Failure
6.6,39.989405398150595,5994,7,1,0,43.65365109047546,Medium,Medium,Risk
6.8,47.618009940681546,7454,10,0,0,153.21546674137485,Low,Low,Safe
6.0,73.59673912926002,1004,3,1,0,249.07900964070214,Medium,Low,Failure
5.3,89.18859914418208,1679,5,0,0,105.59120299896225,Low,Low,Risk
5.5,61.33921174774449,6909,7,1,1,128.02373141989324,Low,Medium,Risk
7.0,42.19494132689379,8891,9,0,1,39.32734797943026,Medium,High,Safe
7.4,44.19907488061926,3328,2,0,0,37.75364211969285,High,Medium,Failure
7.6,71.08372391719665,5505,4,0,1,186.25089920881922,Medium,Medium,Failure
7.6,5.305735042406475,3851,7,1,0,202.98417821739696,Medium,Low,Risk
4.4,63.86098705868486,2611,1,0,0,233.4224217105758,Medium,Medium,Failure
6.2,38.77183599192895,6589,2,1,0,167.44793375184432,High,Medium,Failure
4.3,80.448746471323,420,9,1,0,194.08202838613047,Low,Low,Safe
6.5,13.834110783197556,907,10,1,1,5.041664238216297,Low,Low,Safe
6.0,60.8792153600971,4936,7,1,1,49.489047414019225,Low,Medium,Risk
8.0,50.69242453918176,7535,10,1,1,295.4895150390545,Medium,Medium,Risk
5.6,66.02092496099661,433,7,0,1,23.722058388433705,Low,Low,Safe
4.5,11.161091475881992,4384,6,1,0,203.95767845581324,Low,Medium,Risk
4.6,60.09845980567247,4340,3,0,1,53.64870727648315,Low,Medium,Risk
7.4,58.341035856154754,2775,10,0,0,215.29885714452493,Low,Low,Risk
6.8,58.26270896953624,6254,3,0,0,212.09113048563603,High,Medium,Failure
4.5,62.331328326663204,6161,2,0,1,71.02551887663897,Low,High,Risk
4.4,69.26445403650442,4301,6,0,0,81.62068536654205,Low,Low,Safe
7.2,81.47395496967313,972,4,0,1,196.7764433670244,Medium,Medium,Failure
4.3,30.63296841218036,2965,5,0,1,117.63572559528387,Low,Medium,Risk
7.7,83.3796939671059,8007,3,1,1,59.169842940273476,High,High,Failure
7.2,52.33428981502809,3096,6,0,1,219.77220003745705,Medium,Low,Risk
4.4,12.320536517761461,9216,3,1,1,47.090109776563914,Medium,High,Risk
4.4,10.562338278178025,1280,8,0,0,256.837455579339,Low,Low,Safe
8.4,36.752640276125774,7697,9,0,1,154.88618769149645,High,Medium,Risk
5.7,79.56521282558941,4983,4,0,1,32.60448055991091,Low,High,Risk
5.7,72.229688800387,9605,9,0,0,208.52762772576435,Low,Medium,Safe
7.7,79.91842164387862,3990,7,1,1,156.2297488327876,Medium,Medium,Risk
8.3,54.14056036195289,6533,3,1,1,90.11921396664805,High,High,Failure
8.4,46.8189048057716,253,7,1,0,127.3392746869326,Medium,Low,Risk
7.4,19.007990037096974,210,1,0,0,90.20298533266212,High,Low,Failure
5.7,36.1783115928846,9010,3,0,1,79.64472488709242,High,High,Risk
4.4,46.23183978651815,3798,6,0,0,49.91891783226995,Low,Low,Safe
7.5,13.417040819563637,6768,4,1,1,109.4673728081053,High,Medium,Failure
6.5,25.958135507565068,2631,7,0,0,76.04517468850516,Medium,Low,Risk
5.9,61.831402936055184,1143,3,1,1,205.3469116291212,Low,Medium,Risk
8.1,74.88799585272304,4550,1,1,1,205.4791456078286,High,High,Failure
4.5,99.84301358233022,8849,9,0,1,151.05023252413588,Low,Medium,Safe
6.2,93.64576647763798,5760,6,0,0,233.605413713626,Medium,Medium,Risk
4.1,66.0436939558432,9782,8,1,1,252.56057598280842,Low,Medium,Safe
6.1,45.01856506293684,2925,3,1,0,174.35017077284766,Medium,Medium,Failure
4.3,65.43684964728212,3241,8,1,1,186.06161366626668,Low,Low,Safe
4.5,79.63690371762203,1887,2,0,1,85.58288702612319,Low,Medium,Risk
4.5,16.241938137721796,739,4,0,1,268.5658910109504,Low,Low,Risk
6.9,43.940964521147386,3809,3,0,1,8.237607282336418,Medium,Medium,Failure
7.4,84.78121713538363,2153,10,0,1,105.23213836341085,Low,Low,Safe
6.6,41.464130433639184,415,1,0,0,216.81832604340696,Medium,Low,Failure
8.3,59.32786576658272,8142,7,0,0,24.946763391677212,High,Medium,Risk
5.7,60.83808928190883,4222,10,1,0,55.76768870105949,Low,Low,Safe
5.3,22.52524404769574,6083,2,1,1,177.1964326309925,Medium,High,Failure
7.9,39.4123669569674,2428,4,1,1,168.4381077676038,High,Medium,Failure
5.0,36.77857243048355,1255,9,0,0,221.93956054315555,Low,Low,Safe
8.3,7.4886873105461556,5038,6,1,1,243.97117908736337,High,Medium,Risk
4.1,7.298217569678748,5719,8,0,1,39.44529397498907,Low,Medium,Safe
8.4,84.01121914919848,2785,2,0,1,6.495915942797374,High,Medium,Failure
4.2,30.94172694741718,9917,7,1,0,207.20191737801292,Low,Medium,Safe
8.0,54.21748279268747,8540,6,0,0,91.11614693414141,High,Medium,Risk
6.4,33.378929490933444,1006,9,1,0,188.16919026146812,Low,Low,Risk
8.5,94.36452828595735,9356,7,1,0,46.01283183060519,High,Medium,Risk
4.3,29.633192092248507,6673,1,0,0,141.2429739531229,Medium,Medium,Failure
6.5,45.817397210198834,1524,8,1,1,151.82299907296763,Low,Low,Risk
8.4,87.90937379603717,4510,10,1,1,175.9382670955916,Medium,Low,Risk
6.4,84.98368884522182,7052,3,1,1,154.43783488283876,Medium,High,Failure
6.8,22.679634695396345,6446,2,1,1,149.21154029838544,High,High,Failure
7.1,81.2511144305925,2878,3,0,0,100.4875120411728,Medium,Low,Failure
6.0,48.5277542400998,2900,6,1,0,22.28289065910778,Low,Low,Risk
6.8,50.882042848108746,3014,3,1,1,27.76653884225585,Medium,Medium,Risk
6.6,17.68059737951466,4644,10,1,0,130.69970404773895,Low,Low,Safe
8.1,12.657143806926843,9191,5,0,1,107.38214521847692,High,High,Risk
4.2,74.15423416250769,6694,6,1,1,155.32430659767485,Low,Medium,Risk
5.3,52.163809473753474,2900,8,0,1,92.14661260762382,Low,Low,Safe
8.3,46.500816748442055,215,7,1,1,206.68511734514198,Medium,Low,Risk
8.0,74.30328172197768,969,8,1,0,259.3224917808437,Low,Low,Risk
6.1,77.72372540415543,8355,3,1,1,90.36009344727344,Medium,High,Failure
6.8,20.09627592858859,3554,4,0,0,58.70221837376955,Medium,Medium,Risk
5.2,62.971389200375924,1041,6,0,1,35.737991701972646,Low,Low,Risk
4.8,17.858637816380124,6097,7,0,1,185.2599581306729,Low,Medium,Risk
6.1,76.38063317275935,3889,9,0,1,133.71294135103025,Low,Medium,Safe
5.6,67.41073984537826,1308,1,0,1,57.216699441690395,Medium,Medium,Failure
6.6,95.8783890029285,7659,8,0,0,196.28788325426476,Low,Medium,Risk
4.3,11.551011553860011,8756,8,1,1,45.39647171858004,Low,Medium,Safe
8.4,10.420198509369161,4854,6,0,0,166.73591104853782,Medium,Medium,Risk
8.4,31.807772095854013,117,4,1,1,158.61736610595415,Medium,Low,Failure
7.1,29.86203995491107,9838,3,0,1,220.5341125546389,High,High,Failure
6.4,28.462985911839983,5710,3,0,1,17.47778234225936,High,Medium,Risk
5.4,91.09418514949849,4528,6,0,0,266.4740066235478,Low,Medium,Risk
7.7,28.70688898570308,8260,8,1,1,211.19452611789902,Medium,High,Risk
7.1,30.835223982219944,3571,7,0,1,65.6216735062799,Medium,Medium,Risk
4.7,77.14283492970655,622,1,0,1,55.838199234312164,Low,Medium,Risk
8.1,47.7252850328013,7132,6,1,1,130.06640402899123,High,Medium,Risk
7.7,78.78750291074222,7882,7,1,1,245.45203353383448,Medium,Medium,Risk
8.3,11.209784968616598,5445,7,1,0,253.04204794859302,High,Low,Risk
7.3,51.31926339897151,2308,9,1,0,156.61637154967553,Low,Low,Risk
6.8,8.19329201741185,6089,10,0,1,258.3824479433345,Low,Medium,Safe
5.9,10.95205432825868,700,5,1,1,2.6276690483154805,Low,Low,Risk
8.2,91.11155806771905,5791,1,0,0,11.517214827947386,High,Medium,Failure
7.9,18.22831025617154,6888,2,0,1,273.63465649738606,High,High,Failure
4.2,55.579964816145626,2637,4,1,0,232.8242470358889,Low,Medium,Risk
4.1,44.05408224706712,7926,5,0,1,135.7611114168653,Low,High,Risk
5.7,37.997615994590056,3312,9,1,1,226.32942931191818,Low,Low,Safe
7.6,90.48416784029088,1388,1,0,0,286.7361990553031,High,Medium,Failure
8.4,7.073222693671503,5046,3,1,1,231.85476764050424,High,Medium,Failure
4.7,68.06002018668096,5830,5,1,0,252.86902881167828,Low,Medium,Risk
6.7,96.5224712502873,2877,3,1,0,228.42136783562847,Medium,Medium,Failure
5.7,58.215977428874986,5282,4,1,0,51.29511663762894,Low,Medium,Risk
8.4,93.99813389314373,2267,3,1,1,250.23865878407528,High,Medium,Failure
7.8,9.964498532172257,3589,4,1,0,59.3375371872388,High,Low,Failure
7.8,44.785365312045336,7895,1,0,0,267.8907870852,High,High,Failure
6.1,29.71499014139486,9279,8,0,1,138.1363195262417,Medium,Medium,Risk
5.9,74.42799167316933,4433,4,0,1,203.4160489409975,Low,Medium,Risk
5.2,98.22322359723843,3011,7,1,1,149.6750135163124,Low,Medium,Risk
4.3,29.37035593220354,3276,2,0,1,29.10328789556401,Low,High,Risk
7.9,67.14658714003707,6887,2,1,1,87.92596997857886,High,High,Failure
7.7,23.819275112175312,7081,6,0,1,295.1358243451048,High,Medium,Risk
8.5,58.70637418430294,9340,2,0,0,288.2537107492754,High,High,Failure
8.5,49.073586235391936,9181,6,1,1,96.82558239900864,High,High,Risk
6.5,97.34050631499602,3766,2,0,0,298.8927444693225,High,Medium,Failure
7.5,62.810090906164326,3464,4,0,1,253.819807453573,High,Medium,Failure
8.3,38.20310534824778,1498,7,0,0,183.67689033024416,Medium,Low,Risk
7.8,15.83909956435367,620,8,1,0,12.997261458041837,Medium,Low,Risk
5.1,19.36844872981878,2954,3,0,1,270.5326020319755,Medium,Medium,Failure
6.0,26.405108345367335,2555,9,1,1,167.6713545000316,Low,Low,Safe
4.6,28.84183282732831,967,2,0,0,260.6743692096281,Low,Medium,Failure
8.3,85.8085254949081,7032,8,0,1,250.49430685181696,Medium,Medium,Risk
6.7,58.316164886839864,7477,8,0,1,250.06885834512474,Medium,Medium,Risk
5.0,54.722136580564815,6386,4,0,0,209.7539843537566,Low,Medium,Risk
7.0,15.90304282757566,1728,1,1,0,88.13312646413854,High,Low,Failure
6.8,86.71327086819632,665,1,0,0,101.51191706561144,High,Medium,Failure
5.6,73.66735880480596,9991,2,1,1,93.23229456222322,High,High,Failure
4.5,11.428494380500151,7136,9,1,1,6.993753860236844,Low,Medium,Safe
7.0,72.24433423682802,4799,2,0,1,175.18810385522855,High,Medium,Failure
6.3,56.636130647551376,3555,2,0,1,209.95126746336382,Medium,Medium,Failure
7.5,12.763907845943933,4579,6,1,0,256.30593206403586,Medium,Low,Risk
6.3,48.538560945222365,1185,7,1,1,42.909464581436374,Low,Low,Risk
7.8,51.046147277354464,8616,7,0,0,163.71076154406373,Medium,Medium,Risk
6.5,20.748581315511196,7276,9,0,1,3.394434061461075,Low,Medium,Safe
6.5,94.84132396502682,5212,6,0,1,29.433000665508114,Medium,Medium,Risk
7.9,85.74766029066288,256,8,0,0,17.209311517591924,Low,Low,Risk
5.8,68.55712204626529,4925,6,0,1,217.9179321706306,Low,Medium,Risk
4.6,48.91807829505768,1369,2,1,1,25.236809599403344,Low,Medium,Risk
4.1,44.11772645052831,1191,1,0,0,215.2194414860782,Low,Medium,Failure
7.4,66.84247937934065,4677,5,0,1,75.63778661876442,Medium,Medium,Risk
6.8,56.81602759365602,7439,9,1,0,263.4361752483849,Medium,Medium,Risk
7.2,10.915945058779133,2740,8,0,0,244.1318465207804,Medium,Low,Risk
5.0,53.68775163318151,7373,4,0,0,287.3912350251077,Low,Medium,Risk
4.6,81.60834363711975,3305,5,1,0,265.24484262195153,Low,Low,Risk
4.1,48.62778837171101,8331,5,0,1,280.0654963157878,Low,High,Risk
5.6,9.9358748676555,5263,6,1,1,257.763976557479,Low,Medium,Risk
6.7,79.69642894148315,4158,3,0,1,208.32118828384176,Medium,Medium,Failure
5.8,24.129559302917567,3070,5,0,0,51.90748648550535,Medium,Low,Risk
6.0,29.568979314363684,1907,2,0,1,82.24054813737379,Medium,Medium,Failure
8.1,20.647103576068112,9046,10,1,1,64.60536287295164,High,Medium,Safe
5.6,36.370431162792265,9186,1,1,1,181.47215050980347,High,High,Failure
6.3,76.89139304042033,2839,1,1,1,151.5823614541068,High,Medium,Failure
7.5,54.34165665287405,3925,10,1,0,260.2569191503687,Low,Low,Risk
5.8,24.463721044317694,7655,7,0,0,285.8491870832236,Low,Medium,Risk
6.8,88.39385742444388,9852,2,1,1,122.05310699582516,High,High,Failure
7.9,88.56027622039527,8185,4,1,0,152.39881543096288,High,Medium,Failure
8.3,87.70495037937066,6105,5,1,1,291.4833906844376,High,Medium,Failure
4.7,27.68564008124623,3932,7,0,1,83.59544354531992,Low,Medium,Safe
8.2,47.86773769719387,7225,2,0,1,237.92484183228527,High,High,Failure
6.2,98.57401733338314,7179,6,1,0,68.34673079823864,Medium,Medium,Risk
5.2,78.34118524944908,5071,1,1,1,204.7565745121563,Medium,High,Failure
6.1,7.580905016428183,4785,7,0,0,76.83107266393068,Medium,Low,Risk
8.4,11.194436169746744,2437,9,1,0,265.2362832605847,Medium,Low,Risk
6.2,49.07348079717161,6632,5,1,1,168.88190517726636,Medium,Medium,Risk
5.5,91.37591955684822,9183,5,1,0,56.59415862144099,Medium,High,Risk
6.9,56.176670805507854,5916,4,1,0,68.08638353384733,Medium,Medium,Failure
5.1,52.29218826325757,2616,3,0,1,148.66090951672197,Low,Medium,Risk
4.3,15.020001495879905,1025,9,0,0,288.5190056468888,Low,Low,Safe
4.6,67.39410994880794,7262,5,0,0,231.1230070012127,Low,Medium,Risk
4.6,83.09980025702141,9196,8,1,1,147.00458320492768,Low,High,Safe
4.7,41.139900713218424,1312,9,1,1,101.97802422410291,Low,Low,Safe
4.6,78.6831258379061,5097,5,0,0,165.23127951118434,Low,Medium,Risk
6.9,96.6252821205771,9185,10,0,1,224.75988919515729,Low,Medium,Safe
4.8,24.357813617130464,7432,9,0,1,235.3946479473872,Low,Medium,Safe
5.6,54.71631496350042,6281,2,1,0,98.05803063098645,Medium,Medium,Failure
8.0,32.27810601803468,3377,9,0,0,216.6266211959493,Medium,Low,Risk
6.1,80.32116980821473,5680,4,1,1,197.67884523081966,Medium,Medium,Risk
7.0,59.87136975870996,2309,6,1,0,287.77457530689185,Medium,Low,Risk
4.8,65.28532966727886,1307,6,0,1,279.39599686189644,Low,Low,Risk
4.9,80.80184516350994,514,6,0,1,237.02441835546955,Low,Low,Risk
4.2,42.617194902933214,3344,2,1,0,217.2950119676236,Low,Medium,Failure
4.8,91.9335564986691,6824,7,0,0,82.93843532157848,Low,Low,Safe
5.3,55.637742388383295,7481,6,0,1,253.94361157346148,Low,High,Risk
4.8,20.00570816935806,1280,1,1,1,128.82420541029649,Low,Medium,Failure
4.4,71.11041622603624,9126,2,1,1,82.39992220930736,Medium,High,Risk
4.5,80.35982829163417,3855,7,1,1,115.86406662808528,Low,Medium,Safe
6.1,35.09235932141503,6469,1,1,0,250.94471151493588,High,Medium,Failure
4.9,86.43202941488153,5800,1,1,1,45.44133145778762,Medium,High,Failure
5.6,91.08360920274781,3906,1,0,0,137.39146359482692,Medium,Medium,Failure
6.3,31.305926300891848,3185,8,1,0,148.2149207643174,Low,Low,Risk
7.1,98.43453990794609,7003,4,1,1,11.952279582047,High,High,Risk
4.2,18.36759516463205,9166,4,1,0,59.528062834901434,Medium,Medium,Risk
7.6,24.19148849823655,6084,2,0,0,248.1959861441811,High,Medium,Failure
6.8,22.50135972761248,4639,1,1,1,249.39944918983343,High,High,Failure
4.4,89.9290224507477,1596,10,1,0,88.43211008139015,Low,Low,Safe
7.9,67.15779247087139,6115,9,1,0,262.59427314477995,Medium,Low,Risk
8.1,19.44990690611592,1144,7,0,1,231.763098781436,Medium,Low,Risk
4.3,46.830724744993155,2461,4,1,1,125.95433765482741,Low,Medium,Risk
5.2,63.45331238163119,2667,6,1,1,224.7734969771063,Low,Medium,Risk
7.6,12.929088073991412,9004,2,1,1,288.4390547272471,High,High,Failure
7.4,88.82955499869718,4195,7,0,1,138.2319457015393,Medium,Medium,Risk
4.8,81.34233586694585,2825,2,0,1,72.28972650709161,Low,Medium,Risk
4.9,52.994643489780636,6678,10,0,1,282.6031335149966,Low,Medium,Safe
5.7,96.87702844962119,3205,8,0,0,181.51954228041367,Low,Low,Risk
6.2,44.68729303113447,4020,8,1,0,32.47428358164716,Low,Low,Safe
6.8,98.4904803084673,8022,1,1,1,172.23216194115014,High,High,Failure
5.7,68.45239988634458,8825,8,0,0,150.6736859450413,Low,Low,Risk
6.1,65.29377095912443,5465,2,0,0,256.82107932859344,Medium,Medium,Failure
7.4,20.765715053099576,4381,6,1,1,159.6778617392929,Medium,Medium,Risk
4.2,88.78313703894118,1992,1,1,0,77.31449786894075,Low,Medium,Failure
5.1,45.61152035245844,6076,5,0,1,203.01757509560167,Low,High,Risk
7.2,20.412173549335538,8351,7,0,0,163.23006030813846,Medium,Medium,Risk
8.0,6.1977143976971085,241,10,0,1,70.68034385179486,Low,Low,Safe
6.3,58.17678994564634,9145,1,0,0,172.51472952492944,High,High,Failure
6.4,55.10296410165425,911,2,1,0,246.63913778901616,Medium,Low,Failure
4.5,73.33859412507006,6761,7,0,0,9.54270439947912,Low,Medium,Safe
6.0,89.57451503669121,9325,6,0,1,189.6244605548884,Medium,High,Risk
6.4,12.543625541087804,699,3,1,0,105.52597353953323,Medium,Low,Failure
5.1,74.49216658233442,4184,10,1,0,88.50876228206782,Low,Low,Safe
5.2,22.80413468927031,7637,2,1,1,118.38373735797227,Medium,High,Failure
5.7,86.52682004993058,8878,10,1,1,103.26477661014651,Low,Medium,Safe
4.1,82.81103381685733,1086,4,1,0,249.83949290582405,Low,Low,Risk
5.4,56.37540672362672,4181,3,0,0,83.16454541960226,Medium,Low,Risk
5.0,72.4730658692146,2198,7,0,0,220.21275390886902,Low,Low,Risk
5.5,34.8632607524561,5507,8,0,0,29.12388624834803,Low,Low,Safe
4.5,49.76095039861739,6129,2,1,1,285.46751537284024,Low,High,Failure
8.0,83.0555052824948,2480,10,0,0,187.072674537317,Low,Low,Risk
6.7,48.63019373145532,1929,7,1,0,212.30885453632348,Low,Low,Risk
7.1,38.99083520591697,7592,8,0,1,90.11376029624084,Medium,Medium,Risk
7.6,51.95018248877849,2061,6,0,0,124.21687404372626,Low,Low,Risk
6.2,83.68367898153575,3423,6,1,0,67.9097374950219,Low,Low,Risk
4.4,36.84476450023291,7407,10,1,0,279.82828965486493,Low,Low,Safe
6.4,21.50735134789566,1339,1,0,1,146.94322968331193,Medium,Medium,Failure
6.6,72.64133193142418,1497,4,0,1,189.503986581739,Medium,Medium,Failure
7.4,83.46793020726777,3249,1,0,0,220.54733712868392,Medium,Medium,Failure
5.9,14.560560459735667,6431,4,0,0,111.96072123876215,Medium,Medium,Risk
4.6,27.788040711814748,7572,2,0,1,216.31039470720322,Medium,High,Risk
5.3,18.48733902729442,6109,5,1,0,203.1217544371457,Low,Medium,Risk
5.6,38.054434100305826,3233,10,1,0,211.99214082831,Low,Low,Safe
6.9,47.7833429960142,5512,9,1,1,147.27974016117926,Low,Medium,Risk
6.6,76.13850201151412,3266,10,1,1,115.49827730519351,Low,Low,Safe
5.6,66.85902056375903,3186,3,0,1,67.40257427448796,Medium,Medium,Risk
8.4,63.98821391045096,3368,8,0,0,247.56327948746699,Medium,Low,Risk
6.7,38.475619927917165,2832,3,1,0,182.89666391297192,Medium,Low,Failure
5.1,84.9375175430522,9232,6,0,0,133.861306633151,Medium,Medium,Risk
4.5,49.772280902825635,7707,4,1,0,283.25477610647283,Low,Medium,Risk
4.7,98.01496911143968,4970,8,0,1,15.303804939604603,Low,Medium,Safe
5.1,65.24350313809501,6374,6,0,0,255.20141161630923,Low,Medium,Risk
4.7,16.99515044862776,6377,8,0,0,299.2771952908457,Low,Low,Safe
4.8,69.23686839716623,8467,1,1,1,266.19569115397735,Medium,High,Failure
5.3,35.88488146601141,826,6,1,1,243.32053909907196,Low,Low,Risk
4.8,70.20108368517926,5258,1,1,0,112.91749202849107,Medium,Medium,Failure
8.0,11.615909075428545,737,1,1,1,70.16294049642576,High,Medium,Failure
4.4,21.613736531716143,579,8,0,1,220.72030562938073,Low,Low,Safe
6.4,86.2950395960497,5117,7,0,0,92.06803452028196,Low,Low,Risk
5.8,26.582057917233914,8130,3,0,0,53.635864964336236,High,High,Failure
8.4,84.51890689807931,5568,6,0,0,236.17124024397378,Medium,Medium,Risk
4.5,31.531228403168992,2203,9,1,0,94.45055201877994,Low,Low,Safe
5.8,66.07378145557723,9536,7,0,1,274.4180771167142,Medium,High,Risk
8.4,70.94430448343394,6144,3,0,1,252.34916080091844,High,Medium,Failure
7.9,53.70220154878003,7024,6,0,0,254.4444585232673,High,Medium,Risk
7.7,34.004514286189476,9768,4,1,0,231.69934809069204,High,Medium,Failure
5.2,25.201215755254132,4824,3,1,1,264.38354570864624,Medium,Medium,Failure
4.8,8.152988683430491,7742,9,1,0,241.91832076125792,Low,Medium,Safe
7.0,33.87490811786876,3153,10,0,0,181.15089770884387,Low,Low,Safe
8.2,67.05046510047188,2490,2,1,0,89.45099285597708,High,Medium,Failure
6.5,94.13895775260586,4185,1,0,0,266.57454877103055,Medium,Medium,Failure
6.6,87.76442581498995,7174,2,0,1,252.34048320918438,High,High,Failure
5.3,77.77615377085374,5251,7,0,0,142.39091734095297,Low,Low,Risk
7.5,79.90249760906337,894,10,1,1,12.6845271145846,Low,Low,Safe
4.8,68.17356583021956,496,1,1,0,191.92457449317212,Low,Medium,Failure
5.5,29.727251468770284,3965,6,0,0,16.12845924929794,Low,Low,Risk
5.9,91.18352791705384,3159,7,0,1,277.9577085926738,Low,Medium,Risk
6.3,68.71956963105424,1284,9,1,0,288.5277457309668,Low,Low,Safe
5.1,58.2418599431418,6637,8,1,1,57.65755362398166,Low,Medium,Safe
4.5,15.543999575280703,276,6,1,0,203.24042403841807,Low,Low,Risk
6.7,47.47027666161041,4193,3,0,0,28.58843236426607,High,Medium,Risk
5.3,48.734035764183,7235,8,0,0,219.1255616433635,Low,Low,Risk
6.6,87.13354290465365,5608,7,0,0,104.8390121796497,Low,Low,Risk
4.7,56.9315809178399,236,3,1,0,204.63398340740315,Low,Low,Risk
6.2,41.13805215218892,2585,9,1,1,112.49007625145117,Low,Low,Safe
6.4,97.79603120851264,1982,2,1,1,44.52468544013749,Medium,Medium,Failure
4.2,15.51845636599999,9090,3,0,0,122.4268841702648,Medium,Medium,Risk
5.5,45.14210068963474,2082,2,0,0,34.68938446380221,Medium,Low,Failure
4.6,8.992344141283503,1302,1,1,1,173.48809921810678,Medium,Medium,Failure
4.3,75.29089147285838,5559,4,0,1,13.244508112694453,Low,Medium,Risk
8.5,92.21727245891931,5124,5,1,0,158.66858420035805,High,Medium,Failure
5.5,31.603546307296497,1931,6,0,0,266.0242254815667,Low,Low,Risk
